City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
365,rikaze,29.25,88.8833,28.26,13,0,1.52,CN,1734193425
366,progreso,21.2833,-89.6667,79.3,64,0,9.82,MX,1734193426
367,mana,5.6592,-53.7767,82.74,74,99,11.21,GF,1734193428
368,darwin,-12.4611,130.8418,84.18,84,100,8.05,AU,1734193429
369,peterhead,57.5058,-1.7981,40.62,85,100,11.86,GB,1734193430
370,ende,-8.8432,121.6623,75.78,87,100,2.68,ID,1734193431
371,bjerringbro,56.378,9.6607,39.43,84,67,14.03,DK,1734193432
372,soledad de doblado,19.05,-96.4167,79.05,88,100,2.71,MX,1734193433
373,taoudenni,22.6783,-3.9836,86.31,7,1,15.12,ML,1734193434
374,kampene,-3.6,26.6667,72.14,93,95,2.93,CD,1734193435
375,corner brook,48.9667,-57.9484,29.23,87,100,14.81,CA,1734193436
376,swan hill,-35.3378,143.5544,72.9,36,9,7.2,AU,1734193437
377,queenstown,-31.8976,26.8753,76.68,24,0,20.31,ZA,1734193217
378,quiberon,47.4841,-3.1196,49.19,73,80,14.54,FR,1734193440
379,san pedro pochutla,15.7333,-96.4667,87.51,55,0,3.44,MX,1734193441
380,bel ombre,-4.6167,55.4167,82.24,78,20,3.44,SC,1734193442
381,nalgonda,17.05,79.2667,68.83,45,2,6.38,IN,1734193443
382,flin flon,54.7682,-101.865,4.84,85,40,2.3,CA,1734193444
383,salinas de hidalgo,22.6333,-101.7167,64.74,36,10,4.61,MX,1734193445
384,bartoszyce,54.2535,20.8082,30.92,81,91,16.51,PL,1734193446
385,auki,-8.7676,160.7034,78.17,88,100,1.83,SB,1734193447
386,yemva,62.59,50.8594,3.56,85,100,7.67,RU,1734193450
387,kununurra,-15.7667,128.7333,80.58,94,34,0.0,AU,1734193451
388,mariveles,14.4833,120.4833,69.58,81,37,9.31,PH,1734193452
389,sydney,-33.8679,151.2073,72.36,85,10,4.61,AU,1734193200
390,barra de santo antonio,-9.4047,-35.5072,82.11,69,43,12.01,BR,1734193454
391,ferkessedougou,9.6,-5.2,97.12,7,31,10.96,CI,1734193455
392,pangody,65.85,74.4859,16.63,92,99,18.84,RU,1734193456
393,suva,-18.1416,178.4415,77.16,86,75,12.39,FJ,1734193457
394,samana,19.2056,-69.3369,77.22,88,75,6.91,DO,1734193458
395,amalapuram,16.5833,82.0167,72.05,71,83,2.59,IN,1734193460
396,inhambane,-23.865,35.3833,82.38,78,75,11.5,MZ,1734193461
397,kangding,30.0513,101.9603,33.51,71,97,0.76,CN,1734193462
398,ghanzi,-21.5667,21.7833,97.97,14,93,2.66,BW,1734193463
399,nampa,43.5407,-116.5635,43.99,90,75,11.5,US,1734193464
400,ibb,13.9667,44.1833,60.98,71,95,2.39,YE,1734193465
401,xai-xai,-25.0519,33.6442,77.47,71,80,15.79,MZ,1734193466
402,hotan,37.0997,79.9269,19.69,76,90,4.65,CN,1734193467
403,la foa,-21.7108,165.8276,79.88,81,100,7.29,NC,1734193469
404,gaigeturi,33.4644,126.3183,46.45,57,100,14.97,KR,1734193470
405,glace bay,46.1969,-59.957,29.97,71,75,18.41,CA,1734193471
406,hargeysa,9.56,44.065,62.89,67,6,14.83,SO,1734193472
407,taltal,-25.4,-70.4833,66.16,71,0,6.87,CL,1734193220
408,vegreville,53.5001,-112.0518,17.65,86,100,6.91,CA,1734193474
409,oruro,-17.9833,-67.15,64.89,42,75,8.05,BO,1734193438
410,fort mcmurray,56.7268,-111.381,17.19,92,100,8.05,CA,1734193476
411,clearlake,38.9582,-122.6264,45.23,93,100,10.47,US,1734193478
412,iguatemi,-23.6803,-54.5611,78.91,80,96,7.85,BR,1734193479
413,sisimiut,66.9395,-53.6735,22.75,86,100,6.24,GL,1734193480
414,san martin,-33.081,-68.4681,88.77,16,0,7.94,AR,1734193204
415,eregli,37.5133,34.0467,34.12,58,0,2.73,TR,1734193482
416,enshi,30.3,109.4833,39.33,88,17,0.96,CN,1734193483
417,san pedro piedra gorda,22.45,-102.35,65.01,30,26,2.95,MX,1734193484
418,zhangye,38.9342,100.4517,8.46,69,60,2.8,CN,1734193485
419,angol,-37.8,-72.7167,77.07,20,0,7.16,CL,1734193418
420,kapit,2.0167,112.9333,75.15,97,100,2.21,MY,1734193490
421,andergrove,-21.0833,149.1833,76.87,86,4,7.72,AU,1734193492
422,teluknaga,-6.0989,106.6381,81.18,74,40,13.8,ID,1734193493
423,road town,18.4167,-64.6167,84.24,70,75,10.36,VG,1734193494
424,ad dawadimi,24.5077,44.3924,58.35,43,1,12.77,SA,1734193495
425,mersin,36.862,34.6509,49.48,53,0,3.11,TR,1734193496
426,pontianak,-0.0333,109.3333,80.58,89,20,0.0,ID,1734193497
427,katsuura,35.1333,140.3,45.39,45,97,9.78,JP,1734193498
428,trincomalee,8.5711,81.2335,80.4,77,87,17.9,LK,1734193500
429,tangalle,6.024,80.7911,74.61,95,100,4.27,LK,1734193501
430,pervari,37.9357,42.5493,26.02,55,0,6.89,TR,1734193504
431,candido de abreu,-24.5669,-51.3333,72.77,94,98,5.66,BR,1734193505
432,rakops,-21.0167,24.3333,103.14,12,55,5.48,BW,1734193506
433,kavieng,-2.5744,150.7967,80.64,84,100,9.8,PG,1734193507
434,pieksamaki,62.3,27.1333,23.13,93,100,15.39,FI,1734193244
435,sechura,-5.5569,-80.8222,77.54,55,69,7.9,PE,1734193269
436,east london,-33.0153,27.9116,70.74,68,20,11.5,ZA,1734193478
437,jianshui,23.6363,102.8264,46.47,75,94,6.06,CN,1734193511
438,ciudad lazaro cardenas,17.9583,-102.2,81.07,69,81,5.03,MX,1734193513
439,alotau,-10.3069,150.4462,76.57,93,98,2.93,PG,1734193514
440,dawson creek,55.7666,-120.2362,20.84,93,100,10.36,CA,1734193515
441,wau,7.7029,27.9953,87.73,25,7,5.32,SS,1734193516
442,quelimane,-17.8786,36.8883,91.35,62,20,16.11,MZ,1734193517
443,westport,41.1415,-73.3579,32.32,53,0,9.22,US,1734193518
444,moranbah,-22.0016,148.0466,76.64,77,22,7.67,AU,1734193519
445,sarmiento,-45.5882,-69.07,65.73,32,0,5.21,AR,1734193520
446,umm kaddadah,13.6017,26.6876,70.57,15,3,12.95,SD,1734193521
447,gamba,-2.65,10.0,80.83,82,81,6.8,GA,1734193522
448,oltinko'l,40.8011,72.1634,35.65,62,100,5.75,UZ,1734193524
449,puruliya,23.3333,86.3667,58.95,26,2,5.77,IN,1734193525
450,shakhun'ya,57.6758,46.6114,4.14,96,48,7.67,RU,1734193526
451,san buenaventura,27.0833,-101.5333,67.48,44,0,2.28,MX,1734193527
452,chonchi,-42.6128,-73.8092,66.76,45,0,4.25,CL,1734193528
453,loen,7.7601,168.2307,81.99,79,85,23.62,MH,1734193529
454,salekhard,66.53,66.6019,6.6,95,100,17.69,RU,1734193530
455,bressuire,46.9167,-0.5,43.97,94,52,8.14,FR,1734193531
456,ironwood,46.4547,-90.171,20.21,79,20,9.22,US,1734193532
457,lorengau,-2.0226,147.2712,79.34,82,100,1.1,PG,1734193533
458,cold lake,54.4502,-110.2017,12.15,85,100,4.61,CA,1734193534
459,kani keli,-12.9536,45.1033,79.65,83,100,30.8,YT,1734193536
460,sambava,-14.2667,50.1667,78.28,89,98,8.21,MG,1734193537
461,pasuquin,18.3328,120.6177,75.45,82,46,25.79,PH,1734193538
462,crane,31.3974,-102.3501,57.61,35,0,5.19,US,1734193539
463,lundazi,-12.2929,33.1782,84.43,34,77,7.61,ZM,1734193540
464,mildura,-34.2,142.15,78.17,27,63,9.31,AU,1734193541
465,santa cruz,-17.8,-63.1667,85.46,65,75,11.5,BO,1734193400
466,sterling,39.0062,-77.4286,37.15,46,0,5.75,US,1734193462
467,oxford,51.7522,-1.256,44.76,83,0,6.91,GB,1734193545
468,longgang,37.6508,120.3286,37.99,51,9,20.42,CN,1734193546
469,papao,-17.75,-149.55,76.68,80,100,23.22,PF,1734193548
470,terrace,54.5163,-128.6035,33.71,100,100,11.5,CA,1734193549
471,fulton,33.7668,-84.4499,54.01,41,100,18.41,US,1734193550
472,dakhla,23.6848,-15.958,87.82,20,89,8.05,EH,1734193551
473,naha,26.2125,127.6811,59.99,79,75,8.05,JP,1734193552
474,port augusta,-32.5,137.7667,81.14,36,79,3.56,AU,1734193553
475,key west,24.5557,-81.7826,75.99,71,0,12.66,US,1734193497
476,grand-popo,6.2804,1.8225,86.14,59,8,10.76,BJ,1734193556
477,mwinilunga,-11.7358,24.4293,69.15,79,81,3.58,ZM,1734193557
478,lapeer,43.0514,-83.3188,28.4,69,0,8.05,US,1734193558
479,kolonia,50.9333,6.95,39.94,88,100,6.91,DE,1734193508
480,saint-die-des-vosges,48.2833,6.95,35.37,98,100,3.91,FR,1734193560
481,surigao,9.7839,125.4889,80.04,81,75,7.23,PH,1734193561
482,saint croix,17.7397,-64.7388,82.96,71,20,9.22,VI,1734193562
483,monywa,22.1167,95.1333,68.34,66,5,4.23,MM,1734193563
484,khilok,51.3674,110.4676,10.99,93,100,10.67,RU,1734193564
485,iron river,46.0927,-88.6423,21.85,79,97,9.89,US,1734193567
486,san pedro,14.35,121.0167,80.31,86,75,11.99,PH,1734193568
487,farim,12.4839,-15.2217,103.68,10,45,9.08,GW,1734193569
488,buka,40.8108,69.1986,43.45,39,100,5.3,UZ,1734193570
489,pathein,16.7833,94.7333,76.69,77,94,5.97,MM,1734193571
490,gao,16.6362,1.637,89.29,7,29,14.88,ML,1734193572
491,shimoda,34.6667,138.95,44.67,66,54,7.23,JP,1734193573
492,itoman,26.1247,127.6694,60.1,65,93,17.45,JP,1734193574
493,mukalla,14.5425,49.1242,75.81,64,7,5.28,YE,1734193575
494,burang,30.25,81.1667,23.86,22,0,2.33,CN,1734193577
495,partapur,23.6,74.1667,63.12,24,0,8.61,IN,1734193578
496,lydenburg,-25.0978,30.4597,64.45,81,23,6.2,ZA,1734193579
497,la peca,-5.6111,-78.435,80.51,57,100,2.62,PE,1734193580
498,tobol'sk,58.2,68.2667,19.0,89,100,11.18,RU,1734193581
499,kalmunai,7.4167,81.8167,78.78,84,78,14.05,LK,1734193582
500,myskhako,44.6714,37.7433,29.7,60,88,6.31,RU,1734193583
501,mahina,-17.5065,-149.489,76.77,88,100,14.97,PF,1734193584
502,phu ly,20.5411,105.9139,57.85,44,100,8.72,VN,1734193585
503,zemio,5.0314,25.1361,87.19,31,23,1.77,CF,1734193586
504,guadalupe y calvo,26.1,-106.9667,57.85,23,0,3.2,MX,1734193587
505,iquique,-20.2208,-70.1431,68.86,67,83,6.06,CL,1734193382
506,isna,25.2934,32.554,66.49,32,0,6.26,EG,1734193590
507,goundam,16.4145,-3.6708,94.03,6,3,21.14,ML,1734193591
508,portstewart,55.1813,-6.714,47.32,84,100,16.4,GB,1734193592
509,port isabel,26.0734,-97.2086,73.44,94,100,6.91,US,1734193593
510,praia da vitoria,38.7333,-27.0667,62.85,63,40,25.52,PT,1734193594
511,lerwick,60.1545,-1.1494,41.77,65,92,13.22,GB,1734193595
512,encruzilhada do sul,-30.5439,-52.5219,78.13,60,80,10.25,BR,1734193596
513,tidjikja,18.5564,-11.4271,91.63,12,56,18.5,MR,1734193597
514,cheremukhovo,60.3484,59.9851,5.4,99,100,1.61,RU,1734193598
515,northam,51.0333,-4.2167,45.57,81,26,13.35,GB,1734193600
516,ryotsu-minato,38.0833,138.4333,38.5,62,49,11.56,JP,1734193601
517,salinas,36.6777,-121.6555,57.81,88,93,5.01,US,1734193602
518,robbah,33.2797,6.9098,65.84,31,97,4.38,DZ,1734193603
519,dunedin,-45.8742,170.5036,51.8,98,100,1.99,NZ,1734193604
520,floro,61.5996,5.0328,40.96,75,40,21.85,NO,1734193605
521,imbituba,-28.24,-48.6703,77.05,72,69,3.65,BR,1734193606
522,masumbwe,-3.6333,32.1833,69.67,83,89,2.51,TZ,1734193608
523,kuningan,-6.9758,108.4831,71.1,94,100,0.87,ID,1734193609
524,yaren,-0.5472,166.916,81.43,83,33,8.99,NR,1734193610
525,churapcha,62.0025,132.4325,-31.88,100,92,3.74,RU,1734193611
526,nasir,15.5894,32.5634,85.53,28,4,13.91,SD,1734193612
527,taco pozo,-25.6167,-63.2833,90.79,26,2,8.34,AR,1734193613
528,evinayong,1.4368,10.5512,77.49,79,98,2.59,GQ,1734193614
529,richland center,43.3347,-90.3868,30.18,82,100,12.41,US,1734193615
530,waddan,29.1614,16.139,67.3,26,38,5.01,LY,1734193618
531,ust'-ilimsk,58.0006,102.6619,13.46,97,99,3.2,RU,1734193619
532,maragogi,-9.0122,-35.2225,84.43,63,38,13.2,BR,1734193620
533,kibre mengist,5.8833,38.9833,64.17,50,23,1.7,ET,1734193621
534,lomas de sargentillo,-1.8833,-80.0833,83.37,61,91,1.99,EC,1734193622
535,new kingman-butler,35.265,-114.0323,43.81,44,100,2.64,US,1734193623
536,wanning,18.8003,110.3967,62.4,73,100,15.28,CN,1734193624
537,vila velha,-20.3297,-40.2925,86.95,71,40,11.01,BR,1734193625
538,murun-kuren,49.6342,100.1625,0.01,79,0,1.83,MN,1734193626
539,ust'-kulom,61.6864,53.6902,6.98,92,100,8.79,RU,1734193628
540,kolonia town,6.964,158.206,82.4,78,100,5.75,FM,1734193629
541,skanderborg,56.0399,9.9272,39.51,89,80,5.01,DK,1734193630
542,fuling,29.7022,107.3919,43.93,90,90,1.23,CN,1734193631
543,reggane,26.7158,0.1714,80.96,11,13,6.71,DZ,1734193632
544,bamboo flat,11.7,92.7167,77.09,88,75,10.36,IN,1734193633
545,manokwari,-0.8667,134.0833,79.34,80,99,5.28,ID,1734193634
546,port saint john's,-31.6229,29.5448,71.53,61,7,10.33,ZA,1734193635
547,roma,43.2128,-75.4557,27.68,72,13,2.59,US,1734193564
548,labytnangi,66.6572,66.4183,7.32,94,100,16.89,RU,1734193637
549,campo grande,-20.4428,-54.6464,78.35,73,75,13.8,BR,1734193629
550,dongkan,33.9997,119.8308,31.12,46,0,6.98,CN,1734193640
551,zimmerman,45.4433,-93.59,25.65,85,100,8.05,US,1734193641
552,santander,43.4647,-3.8044,51.46,84,75,6.91,ES,1734193384
553,oyama,36.3,139.8,41.7,32,0,3.78,JP,1734193423
554,escarcega,18.6089,-90.7454,75.2,73,99,4.52,MX,1734193644
555,zhuanghe,39.7008,122.9911,28.44,52,1,9.08,CN,1734193645
556,zakynthos,37.7914,20.8953,60.12,77,75,16.11,GR,1734193646
557,anatuya,-28.4606,-62.8347,89.31,27,0,8.1,AR,1734193648
558,port hedland,-20.3167,118.5667,86.05,74,100,11.5,AU,1734193649
559,cafayate,-26.073,-65.9761,73.85,47,23,9.15,AR,1734193650
560,callao,-12.0667,-77.15,71.89,68,75,5.75,PE,1734193646
